Clean_Symbol,GSM2048265,GSM2048266,GSM2048267,GSM2048268,GSM2048269,GSM2048270,GSM2048271,GSM2048272,GSM2048273,GSM2048274,GSM2048275,GSM2048276,GSM2048277,GSM2048278,GSM2048279,GSM2048280,GSM2048281,GSM2048282,GSM2048283,GSM2048284,GSM2048285,GSM2048286,GSM2048287
CLEC16A,5.044394119358453,6.143638309922037,4.53605290024021,4.2630344058337934,5.572889668420581,4.760220946466509,5.649615459063409,5.768184324776926,4.921245888585589,3.9541963103868754,5.608809242675524,5.336283387864432,4.77082904603249,5.189824558880018,5.307428525192248,5.79960542245267,5.83035674741922,5.20945336562895,5.53605290024021,4.906890595608519,4.491853096329675,4.078951341394822,4.292781749227846
CLEC1A,6.04220656012069,5.974988111991927,6.523561956057013,5.91169158187234,5.877744249949002,6.543805175964397,6.581953750848818,6.442943495848728,6.048759311919856,5.640967910449898,6.402585758232587,5.501439145158873,4.7865963618908065,5.217230716220669,5.318316841334983,6.646738698307846,5.705977901682522,4.84799690655495,6.197708157955851,4.954196310386875,6.199672344836364,5.768184324776926,6.8529975876133165
CLEC1B,3.4854268271702415,1.9634741239748859,2.035623909730721,2.232660756790275,2.8278190246173196,5.762880292916999,2.070389327891398,3.4724877714627436,4.944858445807539,2.584962500721156,3.596935142387232,2.5360529002402097,5.760220946466509,1.84799690655495,2.4854268271702415,2.678071905112638,1.4854268271702418,2.944858445807539,2.963474123974886,2.0,2.2016338611696504,4.121015400961366,4.314696525656286
CLEC2B,8.654277995261236,9.859534786382653,10.700179593422254,9.758722907062456,9.312882955284355,8.764539898576706,8.870056418472949,9.816823670370812,8.51254295509686,10.16804526822409,10.193894919067269,9.974414589805527,9.389953933464724,10.226291762466841,9.914833568684221,9.183387261248875,10.327440367724837,9.790837186997955,10.20835630542924,9.567765984494724,10.554588851677638,9.770168320103428,10.27891401949994
CLEC2D,2.786596361890807,2.2016338611696504,4.137503523749935,3.548436624696042,0.925999418556223,4.626439136697315,0.48542682717024166,4.087462841250339,3.596935142387232,3.7441610955704103,3.321928094887362,4.371558862611963,3.722466024471091,2.925999418556223,4.270528942380718,2.37851162325373,4.070389327891398,2.9818526532897405,4.153805336079036,4.20945336562895,5.321928094887363,4.0,4.419538891513785
CLEC3B,9.807515928144584,8.57061472176119,8.657854335815724,10.327889420733174,10.882795869132218,10.305719778053145,11.139679245226402,10.884246850160059,10.654636028527968,10.811856314292545,10.894135655897585,8.070389327891398,7.599912842187128,10.841092544693431,9.159619095315925,10.550169591920497,9.75722331053453,10.711322819211357,8.765203206653167,10.093417564387961,10.434419730629225,9.077883864438322,10.006466343465094
CLEC4A,5.415938620595837,5.669323627901484,6.869236683133957,7.223435999786692,6.993947304568714,6.135635211131772,6.981439871200349,7.802086639311507,6.10342781970393,7.507739541813022,6.388298763246051,7.769859309704526,7.89655117148812,7.530017568071806,7.5833035930306085,7.751098285096752,6.994728739442829,7.465937078737442,6.855656031532424,7.088896622387826,8.038033878304466,7.112701262527789,8.097959921539445
CLEC4E,5.017921907997263,4.802193216941825,4.765534746362977,4.940166750482817,5.303780748177103,6.292781749227846,5.044394119358453,4.554588851677638,5.845490050944375,4.478971805032942,4.087462841250339,5.733354340613827,6.03121873061072,4.078951341394822,5.361066488794321,5.350497247084133,3.733354340613827,3.944858445807539,2.035623909730721,4.137503523749935,4.7865963618908065,4.5109619192773796,5.274261661257048
CLEC4M,2.3172966342228785,4.180379656495097,3.012514397245761,3.2127967888265294,2.2310261593982164,3.71195713383655,2.7981694321026,3.148779140584093,3.220310023839584,2.058847521334877,2.384885869624724,3.556662721520995,3.9050930038476777,2.6097778845834565,3.1445483512099948,3.7276636101522804,2.940097864471549,2.923998453277475,3.8060287797815326,2.6382483328201785,2.7068985750946055,3.9715504237853985,2.9474088816539714
CLEC5A,1.2630344058337937,1.6780719051126378,5.5453506448223,2.765534746362977,5.181897643108388,5.346956889378885,1.6780719051126378,2.350497247084133,4.694880192799191,5.4495613746132365,4.5668151540108965,7.072534599722955,7.627169060841846,7.409390936137702,6.740118042833128,5.940166750482817,7.88325423134128,7.354028938054387,8.752882366273091,8.28493974248679,5.255500733148386,5.979568100095187,6.098032082960526
CLEC7A,5.37851162325373,5.899659026377443,8.295539370406834,7.888134388352869,8.34562701215377,9.450798854352486,8.035623909730722,8.999436337152083,7.15279185163912,9.565863696454226,7.871597265613853,10.822969090453288,9.362163011641734,9.157094252107816,10.29634268469289,9.660174212069398,8.364572432295857,9.306289585336073,9.107740170245732,8.920650594563984,8.639159795109968,7.809928865721431,8.56947590177766
CLGN,4.892391025913404,4.498250867527825,4.548436624696042,4.292781749227846,4.608809242675524,4.412781525338476,4.185866545311334,3.3645724322958563,4.897240425574799,1.84799690655495,6.277984747299765,3.2016338611696504,3.9068905956085187,2.2016338611696504,3.1858665453113337,3.733354340613827,2.867896463992655,2.655351828612554,1.584962500721156,0.48542682717024166,1.070389327891398,4.06177619758669,3.9726926540042644
CLIC1,8.316960287364898,7.92955431573285,10.418063419796864,10.902148969013208,10.465056167831175,9.577051109735152,10.1357092861044,10.22315704026889,9.663558104217273,10.460148689357936,10.931993236236309,9.986410935252044,10.372865060112588,11.38402821457418,10.436190995481416,10.444704332890744,11.121598268806162,10.71587621511074,11.505662712503204,11.663157794203514,11.439155598695995,10.112569825650787,11.528161048833141
CLIC1P1,3.867896463992655,5.24031432933371,4.478971805032942,4.694880192799191,1.5360529002402097,2.584962500721156,2.0,3.169925001442312,3.596935142387232,2.137503523749935,3.4724877714627436,1.1375035237499351,3.560714954474479,3.232660756790275,4.872828759534886,3.0,2.0,2.1043366598147357,4.529820946528695,4.104336659814735,3.2172307162206693,3.350497247084133,4.412781525338476
CLIC2,6.7615512324444795,6.083213368248981,8.203103250236637,8.652127927738269,8.696619846984287,7.382840144475236,7.59618975614441,8.456559766335008,7.632995197142958,7.918266959092563,7.807998838623031,8.200162973999701,4.791814071161826,7.951867504326902,8.596935142387233,7.690696443977697,7.908692838242504,7.754887502163468,7.576673292516575,5.757556688939453,8.701479748252856,7.978424465440858,8.206037546246591
CLIC3,1.3219280948873624,1.2630344058337937,1.925999418556223,4.321928094887363,3.776103988073164,2.321928094887362,3.925999418556223,4.517275693209582,3.4195388915137843,4.044394119358453,1.584962500721156,4.491853096329675,2.137503523749935,3.8579809951275723,0.8479969065549501,5.669593751188333,3.4329594072761065,3.8579809951275723,4.20163386116965,0.6780719051126377,3.37851162325373,2.0,5.38543103719352
CLIC4,6.8854105774254615,6.816278070924432,7.893555573259275,7.684960497274372,7.43777187825895,7.869635527378648,7.922626865723664,7.593568325748433,6.67784698162179,7.882193414374321,8.607862376588791,7.835364852773343,8.621945775576462,8.68032191075415,8.359711246583958,7.996015922664246,8.413547779616808,8.514173896614237,7.6817929116036465,8.565813943061293,7.706108769707698,7.789104383442765,7.574972358904145
CLIC5,9.734779215419922,10.112898559524256,9.616209431042781,10.880512747850652,11.080834408674898,10.83205552705928,11.068149125700984,8.503901087883689,8.76481301788791,9.762686133637759,5.658147592790496,8.743051825707404,3.46690574356002,9.794795612695937,9.48871735476821,10.654671290938568,4.867791840159588,9.18762598982645,6.424172180502953,2.412234358593777,8.64493258529999,9.493626964923116,7.739072714288546
CLINT1,8.22103794099516,7.9860559671149325,7.7650891534658495,7.730413508725968,8.014781657216329,8.480721738325672,7.9078229856471705,7.955043780399979,7.995173326738924,7.868523961675837,8.887858536071391,7.8580238801500535,8.246303716801052,8.066871337537433,8.418648885252694,7.963800103181587,8.19663656657093,8.31100588473322,7.851118544978283,8.212821127522318,7.978131012042799,8.09461799470416,8.744975983525883
CLIP1,10.373763671729558,10.237867981892762,8.916642779568368,7.6213459071093,7.8673696263710955,8.058157967819648,8.212476375699325,7.9290639742986215,7.554008585063074,7.721724330792709,8.017726901494138,7.727743241700955,8.004328982169293,8.17880563976404,8.159857579224685,7.726377210302099,8.24474736828847,8.464990596739408,7.4233301478879845,7.9209637163518245,8.223822527392525,8.24471389102372,7.845214549949098
CLIP2,4.578938713093386,1.8875252707415875,4.336283387864432,5.083213368248981,4.722466024471091,4.5109619192773796,4.760220946466509,6.213347281733441,5.121015400961366,4.478971805032942,4.307428525192248,5.77082904603249,5.700439718141092,4.343407822297814,5.412781525338476,5.475733430966398,5.141596278383818,5.285402218862249,3.232660756790275,5.678071905112637,5.197708157955851,4.949534933017012,1.4854268271702418
CLIP3,3.321928094887362,3.523561956057013,3.1858665453113337,3.1210154009613658,3.277984747299765,3.1210154009613658,4.078951341394822,2.84799690655495,2.867896463992655,5.741466986401147,4.678071905112637,3.2172307162206693,6.207502459258789,4.336283387864432,2.1043366598147357,3.776103988073164,4.78135971352466,5.845490050944375,3.3362833878644325,5.560714954474479,2.722466024471091,2.37851162325373,1.584962500721156
CLIP4,5.855491443101874,5.872828759534886,4.412781525338476,5.958842675243241,4.749534267669262,5.977279923499917,2.584962500721156,5.329123596291566,4.2630344058337934,4.095924419998536,4.872828759534886,5.584962500721156,4.921245888585589,4.446256229889564,4.078951341394822,5.5668151540108965,5.569855608330948,4.329123596291566,6.083213368248981,4.84799690655495,4.862947248020921,4.84799690655495,5.617651119427331
CLK1,9.51353022334923,9.555547771647065,8.955068644409758,9.543611875898335,9.435253537929352,8.157852169141737,8.261624835579122,8.416586437541905,9.236253424972665,9.103812329428848,9.240791332161956,8.282625134191674,8.453270634010623,8.103812329428848,8.227375273626212,8.000563442710106,8.456559766335008,8.446669787307012,9.089847680689164,8.991238381089836,9.506208389306744,8.910492832288714,9.433585441150495
CLK2,7.507794640198696,7.237448995639321,7.335390354693925,7.583458910130768,7.438791852578261,7.670302170078526,8.027905996569885,7.384567923173826,7.458611672584599,8.201143732053033,7.904484097901423,7.139551352398794,7.879583249612783,7.964629666720595,7.4741115139424075,8.162894799374783,7.568336182133747,8.086932341137398,8.04220656012069,7.400025517914023,8.127220550488074,7.888134388352869,8.692441147347774
CLK3,6.589463892956097,6.037821465434967,5.507794640198696,5.82273014794452,5.325530331567558,5.947198584262056,5.044394119358453,6.215290305651234,5.0,5.96116025813664,6.08533966935737,6.422905742612183,6.121015400961366,6.151777654732053,6.110613805500896,5.71699089440494,6.259272487037594,5.951867504326902,6.778734244117836,6.1799090900149345,6.4886435398537845,6.279842693520348,7.005624549193878
CLK4,9.691917957843984,9.674545393845865,9.581577215536518,10.21856323619027,10.380677507222886,10.236731772139146,10.127736443588828,9.132628249074578,9.537994877974395,9.253374780186029,9.133142212400601,9.700786478157397,8.928962440835978,8.572889668420581,9.436711542137214,9.006746832440585,8.323279987887322,9.101187815259738,9.18883607303053,8.215775653020282,9.254792430192882,10.116473927909407,9.615997389975668
CLMN,6.077613091083946,6.261560423672895,6.408691713948617,5.964612557645168,4.403419790899095,4.65976832513184,5.88941639274781,5.563755381528184,5.759931135232252,5.884125250965357,5.6914092670710055,5.400207303485775,4.885051115432251,4.952768717307157,5.613489040340243,5.821747735461383,6.575156074533293,4.853204839126009,7.194431099393068,4.903443951384099,6.482515139751108,5.972193150821745,6.487296023795077
CLN3,5.443484613213631,4.634469803848379,5.119291935399937,4.315915925305049,4.7815027765312,5.868777897465673,6.022210721434711,6.154476648146197,5.1084699104799505,4.948559694517265,5.550646443773546,5.952926642859984,5.572074183254445,5.147126568222257,5.9116239033526545,3.9322788031406226,5.752478994014581,5.114733878617608,5.942096709423987,6.054575789585261,5.783103146732753,5.0099621304542055,5.832170305919904
CLN5,6.549970038473053,5.758526918742695,6.899735827101448,6.757601329446767,7.082269194394499,6.511677906616561,6.960265426786268,7.354236878081835,6.993259933533939,7.595703614078904,7.774237580041323,7.098473273000483,7.112031900186406,7.601003262520073,7.144747963221192,6.96407143112016,7.360632461508383,7.810695779194987,6.491041861276325,7.087268661398736,7.30757685106516,6.842951491756769,7.713639341263729
CLN6,2.4329594072761065,4.678071905112637,2.925999418556223,3.689299160535892,4.399171093819823,4.392317422778761,2.765534746362977,1.8073549220576042,2.6322682154995127,2.9818526532897405,3.689299160535892,2.944858445807539,1.722466024471091,4.137503523749935,4.53605290024021,5.974988111991927,4.357552004618084,4.314696525656286,5.277984747299765,5.22881869049588,4.722466024471091,4.217230716220669,2.4594316186372973
CLN8,3.5799356683891945,4.8201224681111725,5.1097778845834565,5.507135797298101,4.877710867367121,4.5088496263465165,5.892143607793864,6.166135784375595,4.707976490985208,6.063803743803717,4.915669458116225,5.995849491706441,4.6937502032404925,5.833515842947957,5.36558737715351,6.03899532384203,6.181640303511815,5.58931686563912,6.051643904206011,6.451330757269483,5.6290327100964195,4.147195501044751,3.8493870544518414
CLNS1A,9.47269083924278,9.269827981135627,8.864805194241503,8.397888508130764,8.492253789302918,8.080018029089175,8.847370600905483,8.141596278383817,7.906890595608519,8.901470319824266,8.860155834623363,8.749869427396844,8.497851836951117,9.101975670949232,8.92955431573285,8.115303806152117,8.874059203141146,8.674898433133297,9.329347878459275,9.485628081971557,9.229539857739535,8.06285565520599,8.96173907260414
CLOCK,5.630659623541216,5.508306657861583,4.48107205230168,5.567970049423208,4.451519135056456,5.955002777805202,5.402549474058619,5.694264298909464,4.138759943320679,3.830889048885994,5.464629204318486,4.434195226527227,5.278712703961649,3.8384369291065346,5.033219527705578,5.28700343488142,4.829177158387038,4.305106411141366,4.769986502968224,4.713300113084962,4.48735068969907,4.6211940717374125,5.23575632402275
CLP1,7.442943495848728,7.205548911173033,7.564530600816343,7.611024797307352,7.60139939053183,7.360188670062712,7.270528942380718,7.861707286585856,7.617651119427331,7.9920886090139955,8.125671763392587,8.090112419664289,7.436295119839363,7.884475819086485,7.926592510051067,7.743488039789185,8.293701542080735,7.820817181864166,7.669593751188333,8.001126665454285,8.04494049127973,7.727920454563199,7.900866807980749
CLPB,5.381975478557301,5.797012977836145,5.232660756790275,4.314696525656286,2.232660756790275,2.232660756790275,2.1043366598147357,1.584962500721156,2.765534746362977,4.560714954474479,4.897240425574799,4.608809242675524,3.0,4.399171093819823,4.760220946466509,3.9068905956085187,5.0574502721839,5.371558862611963,5.325530331567558,5.478971805032942,5.804776377955828,5.548436624696042,6.422905742612183
CLPP,7.163901213814542,7.31922050252387,5.83035674741922,6.026800059343715,6.006746832440585,6.92955431573285,6.095924419998536,6.093813673402728,3.700439718141092,6.219168520462161,6.577428828035749,6.734709620225838,6.50303064564116,6.4495613746132365,6.483815777264256,6.5668151540108965,5.812498225333564,6.145677455195635,7.15279185163912,7.034523875334392,5.722466024471091,5.802193216941825,6.693486957499325
CLPS,4.77082904603249,3.3074285251922473,3.776103988073164,4.095924419998536,4.292781749227846,3.5109619192773796,4.026800059343715,5.189824558880018,5.469234793667656,2.8875252707415875,2.8278190246173196,3.017921907997262,3.84799690655495,3.6322682154995127,1.6780719051126378,3.070389327891398,1.8875252707415875,3.711494906650088,4.4329594072761065,4.638073837180719,2.4594316186372973,3.572889668420581,4.71699089440494
CLPTM1,4.933631646606629,4.955695993921729,4.361233012235545,4.92214888342793,3.0294829110011525,5.946216384978822,4.676485169122968,5.437294754126562,4.299993602997154,5.5225453536447695,5.706644713567987,5.384807364603304,5.586338760391929,5.070031427849104,4.481592546807065,5.262094539224682,5.882622326641879,5.084586701014587,4.79304458308772,5.218459854110479,5.340509369951051,4.101208860787591,5.986382221188712
CLPX,8.619119511453219,9.068240861312821,8.283551423174307,7.599912842187128,7.2761244052742375,7.008988783227255,6.765534746362977,7.217230716220669,6.851749041416057,7.414473836430928,7.657497100444111,7.145677455195635,7.47735352663456,7.459431618637297,7.2630344058337934,7.198690585668918,7.617651119427331,7.348728154231077,7.782670658677007,7.318316841334983,7.9354597478052895,8.12825215227739,8.259272487037595
CLSPN,3.1043366598147357,3.722466024471091,4.632268215499513,2.4329594072761065,2.5360529002402097,4.832890014164741,4.542258049766918,4.7114949066500875,3.807354922057604,1.2016338611696504,2.1043366598147357,4.842978831788326,1.6780719051126378,1.8073549220576042,2.292781749227846,5.125155131322289,1.8875252707415875,2.655351828612554,4.749534267669262,4.336283387864432,2.6322682154995127,2.321928094887362,3.4059923596758366
CLSTN1,7.020146573111776,7.6997459479710075,8.24031432933371,8.81985974678364,8.632995197142957,8.874674031635807,8.744833837499545,8.337621901992508,8.49585502688717,8.979853867163742,8.042753760977197,8.472893878443859,9.730130439739542,9.517866195315195,8.272396509037485,8.593204354063287,8.484218708433163,9.540321805964151,8.116343961237469,9.074944223623197,8.643856189774725,8.25455625190949,8.06931549454008
CLSTN2,4.877744249949002,5.25171909260596,2.232660756790275,1.765534746362977,5.412781525338476,4.897240425574799,5.013462259806563,5.465974464504069,5.60584986719498,3.84799690655495,4.270528942380718,4.958842675243241,0.6780719051126377,3.37851162325373,4.478971805032942,5.658211482751795,3.070389327891398,3.5109619192773796,5.06177619758669,1.3219280948873624,3.1210154009613658,5.19377174339668,2.8278190246173196
CLSTN3,3.84799690655495,5.141596278383818,1.6780719051126378,3.776103988073164,4.949534933017012,2.137503523749935,5.197708157955851,5.439623137557117,5.548436624696042,4.738767836800192,5.446256229889564,5.921245888585589,4.06177619758669,4.419538891513785,5.700439718141092,5.529820946528695,5.048759311919856,4.572889668420581,4.452858964713811,4.776103988073165,4.465974464504069,2.925999418556223,2.608809242675524
CLTA,6.848021696030268,6.339305642497717,7.027916979722091,7.4703456168260844,6.761800214246989,6.394752001720176,6.212109236138083,6.299050821694215,6.247598013824581,6.786850687795782,6.960827838993498,7.123132536295627,6.743483434557092,6.7796589780654015,6.656096052624093,6.7992452901330775,6.946786053290966,6.441066306913203,7.014419264034873,7.001462425064721,7.2454515814589655,5.777016117520811,6.561738397172611
CLTB,6.409451075512586,7.060402940789951,4.849081833594083,5.572837653573375,5.324160769362638,6.1825848218136485,4.796498325101527,5.922362808828034,5.255629976432743,5.707562436896399,4.9427277232597,6.067965742952397,5.033197684875184,5.920191511332957,6.116871838221766,4.65172878851748,6.14942977027491,5.894284235958929,6.060317368064247,6.1108943462607055,5.779880477313711,5.217370708967625,5.7687383053617
CLTC,7.391327651467257,7.879352085861485,7.71480732832708,8.153496493438125,8.423024420014515,8.456496110930027,8.10342429114279,7.5325494241275015,8.536935633354386,7.7141792684231625,7.933205533085676,8.104535220822925,8.076174114109094,8.035193301186645,7.939460476523521,9.061138688525602,7.657594598095513,7.24474776028471,8.308690110695153,7.874483206597315,7.992244388004568,6.545783808144706,7.974714802496576
CLTC-IT1,3.0,4.655351828612554,0.8479969065549501,2.4329594072761065,5.0,6.215290305651234,4.71699089440494,4.596935142387232,4.426264754702098,4.412781525338476,3.2479275134435857,4.426264754702098,4.578938713093386,2.1043366598147357,4.2630344058337934,5.949534933017012,3.6322682154995127,3.689299160535892,6.321928094887363,2.292781749227846,4.614709844115208,4.491853096329675,1.765534746362977
CLTCL1,6.933100474931368,7.565292520581023,5.794415866350106,3.1538053360790355,2.807354922057604,4.921245888585589,2.765534746362977,3.0531113364595623,3.4854268271702415,2.292781749227846,5.137503523749935,5.20163386116965,5.296457407371244,3.643856189774725,2.1043366598147357,2.655351828612554,4.37851162325373,2.678071905112638,3.0,2.4329594072761065,3.1538053360790355,5.213347281733441,1.2016338611696504
CLU,9.07361056336619,8.654068392187721,11.593833132239965,11.03299181917725,11.332973593027036,10.679059338635604,12.058121230598774,12.188179073934359,11.171603318055292,12.953460923386006,10.070959214045182,10.778216844514732,12.509067510157005,13.150301487469676,12.27943872689078,11.097949588158926,10.03372401087998,13.225263011509389,10.543427815167796,12.004059374869437,11.943235799822224,12.604293046010476,11.982698524236298
CLUAP1,5.481498596411788,5.187248072845758,4.102578941960047,5.593348076821721,5.754946869886678,4.99321968963725,5.6619692883459205,5.852049084232149,4.329605512034094,5.328793208790121,5.801203292646123,6.074246235401344,5.3726144635712725,5.349074504670383,3.835151085039263,6.155703874418608,5.338472179553456,4.776411385945155,5.604361042431326,5.133803010500726,5.604117179169894,4.681355480346719,5.380235234270223
CLUH,8.467605550082997,9.01262453886506,7.451211111832329,7.00337736020232,7.340740280630179,6.53605290024021,8.437127844272807,7.825276830054866,7.17192735435346,7.407692648665677,7.053111336459563,7.525129251203973,7.53605290024021,7.95303237725324,7.353146825498083,7.646738698307846,8.07360604057494,7.405141463136344,8.705286790272472,6.5576551547254205,7.817623257511431,7.338959175415203,8.290479698251307
CLUHP3,4.906890595608519,3.1210154009613658,4.426264754702098,3.3923174227787602,4.972692654004264,5.255500733148386,5.205548911173033,4.491853096329675,5.646738698307846,5.095924419998536,5.442943495848728,6.0916998341368105,4.314696525656286,4.129283016944966,5.332707933640605,5.070389327891398,4.070389327891398,2.169925001442312,5.620586410451877,5.409390936137702,4.776103988073165,4.329123596291566,5.933100474931368
CLUL1,2.350497247084133,3.5360529002402097,5.25171909260596,7.71218305120923,7.539934245171789,6.06177619758669,6.139551352398794,2.2016338611696504,4.044394119358453,4.689299160535892,3.4462562298895643,4.655351828612554,3.350497247084133,3.8875252707415875,4.733354340613827,5.590961241342599,3.3645724322958563,4.277984747299765,4.517275693209582,2.807354922057604,2.0,5.381975478557301,4.255500733148386
CMA1,4.20163386116965,4.954196310386875,5.1001366712854495,4.161887682376894,5.346956889378885,3.596935142387232,3.263034405833794,4.465974464504069,4.523561956057013,1.5360529002402097,4.504620392403552,2.1043366598147357,3.963474123974886,4.035623909730721,1.0,4.452858964713811,3.0874628412503395,4.371558862611963,4.412781525338476,4.177917792195843,1.070389327891398,2.722466024471091,5.581953750848818
CMAHP,5.258667377148811,5.422301887919767,7.221379435964028,7.4732036920353,7.745748380877592,6.225418754248004,6.379283385899313,6.417630459313744,6.544978445701522,7.010393198947288,6.903093545124344,4.633533778906239,5.694963526684656,7.873912001519191,5.879582079020701,6.808749229284469,6.188121040554112,6.888489951336201,6.0628358816962935,6.638309396323031,8.587160526434424,6.624562653592335,7.28617129351772
CMAS,6.826548487290915,7.447083226209652,6.5804470195986635,6.076815597050831,5.877744249949002,4.867896463992655,5.087462841250339,5.697662633470518,5.53605290024021,5.714245517666122,5.719731056749852,5.28909670241999,5.940166750482817,5.984133594540979,5.9259994185562235,5.626439136697315,5.88508622529017,5.797012977836145,4.954196310386875,6.011227255423254,6.37851162325373,6.798309782454597,6.811214117513239
CMC2,9.005905201862964,8.875595783370425,7.862327400517986,7.679480099505446,7.870981124224651,7.2268938135713885,7.656782364218995,7.33360262826828,7.043300754364182,8.159871336778389,8.940754047474803,8.39274673242064,8.09169983413681,8.807676916265143,8.500244366588815,7.538382960032119,8.871905237659186,8.774128144293584,8.484621527098598,8.939579214314692,8.214319120800766,7.396604781181859,8.376342482804668
CMC4,6.660207552249813,6.565496699232263,5.668729403699857,7.128626965348729,6.849182112867371,6.765088987451968,6.038580633455965,5.528256079351372,6.347953284696231,6.456679090683086,6.353105277987363,6.131465572132847,5.624821060729509,6.620330526875107,5.300092823669469,6.74043922938576,6.377463024415249,6.7503660452489305,6.80972959010241,5.605236989946628,5.7836028610963695,5.920102048737366,5.9349962804520615
CMKLR1,3.902549474058618,4.624438171418568,4.452723589369425,5.434565559822147,5.250958389837186,4.660422833822861,5.744497466534979,5.94858238946356,3.9377978916852125,4.944584649220991,3.8645044351689317,6.083257305204501,3.846952534690973,5.5010910579101235,5.749165330200439,5.307318117673788,5.569698933019321,5.0418127919657,6.902597852551675,5.9670555054867656,6.106220833765118,4.884174880985015,4.569430267574564
CMPK1,11.090707904795906,10.435878577309866,10.530016103112136,10.654993972963718,10.680623246216374,10.198076646751236,10.491752905695176,11.097110359268678,11.416639212953573,10.92770389986097,11.020354959694515,10.132371198732537,11.727877921653192,11.685581041397874,10.482001193087084,10.336952800160514,11.192354466787645,11.647143589570401,10.449251838754893,11.311294208913425,10.727239777484808,10.165032591502289,9.93191939010004
CMTM6,8.816663699750158,8.072534599722955,10.455943624945807,10.821614559345853,10.730555049049164,10.547858506058416,10.560046177581855,10.845176387492572,10.515207030408751,10.360078905156744,10.6381643649027,11.237926946626263,11.00996854220609,10.829722735086058,11.73792331588344,10.77470471164368,10.797337288288425,10.531576406133917,11.293931398695719,10.594044622999386,10.855491443101874,9.707013948435046,9.829405624404291
CMTR1,5.749534267669262,6.616181231331876,5.520422248526446,4.666756591884804,6.048759311919856,5.4495613746132365,6.118941072723508,6.5668151540108965,5.548436624696042,6.253611151947168,6.181897643108388,6.866660750819986,6.207502459258789,5.83035674741922,6.5804470195986635,6.002252451731379,5.842978831788326,5.169925001442312,6.359310316890443,5.675251386050259,6.350497247084133,5.584962500721156,6.590961241342599
CNBP,12.748150910170544,12.82561472334899,11.970177807814702,11.766653130722634,11.567338188324415,10.714503118781153,11.311294208913425,11.275193333902207,10.832573598977403,11.037821465434968,11.573647187493322,10.904107719761257,10.28748152987444,11.30720080914081,11.35408405218504,10.884475819086484,11.359914242137576,11.03747831793177,10.668353180472959,10.95354171354834,11.527867927358246,11.458662932867817,11.6797879588901
CNDP2,8.447909748742077,7.9372266739794775,9.26795708440284,9.565863696454226,9.702865289815186,9.25077213159993,9.421433711978503,9.290018846932618,8.982137968239922,10.346181276650537,10.339627347580395,10.982494532597755,9.209940680290192,10.25726997063565,10.762465093028995,10.012484871403709,10.522385366315934,10.112178833722592,10.424481253351802,9.290479698251307,9.522189174700634,9.176422513042237,9.334943630726618
CNGA1,5.997744026059632,6.110613805500896,6.147713722352154,6.380244590478185,6.3750394313469245,6.419538891513785,5.746850183098051,6.281698250098829,5.6865005271832185,4.584962500721156,4.491853096329675,6.05528243550119,4.343407822297814,4.560714954474479,6.842978831788326,5.812498225333564,4.044394119358453,4.255500733148386,4.153805336079036,4.357552004618084,5.017921907997263,7.394891366442587,4.38543103719352
CNGA3,0.765534746362977,1.8875252707415875,1.6780719051126378,1.070389327891398,0.925999418556223,1.8073549220576042,2.867896463992655,2.0,1.1375035237499351,0.5849625007211562,0.6780719051126377,1.8073549220576042,1.5360529002402097,1.3785116232537298,1.722466024471091,1.3219280948873624,0.6780719051126377,2.0,1.070389327891398,0.6780719051126377,0.8479969065549501,1.3219280948873624,0.765534746362977
CNGB1,2.9362570531090584,4.167246890116864,2.8738024076225823,3.8529105351413073,3.349198547541228,5.102034807551098,2.325106883474161,4.084733970657935,4.135187573216407,2.5059685178433164,3.2827783328621822,3.2359474168254647,3.201673384354137,3.8425539098581467,4.0514136385297865,3.6242300896452115,3.434897852490336,1.590276348677497,3.5589094797459864,2.807708105403902,3.7272739599191937,3.5852129034068256,3.2083260598563452
CNGB3,4.459431618637297,4.459431618637297,4.797012977836145,5.617651119427331,3.523561956057013,6.199672344836364,3.9354597478052895,5.416164164733128,3.2172307162206693,4.177917792195843,3.9541963103868754,5.03121873061072,3.963474123974886,4.2630344058337934,4.405992359675837,4.035623909730721,2.84799690655495,4.20945336562895,4.485426827170242,5.4329594072761065,2.4854268271702415,5.332707933640605,4.7865963618908065
CNIH1,10.596003349394246,10.12088584278779,10.60733031374961,10.42259043389256,10.621044510681456,10.275658944698852,10.742309436084,10.496654082593496,10.394462694610317,11.116928719081407,11.26579083127125,10.422169915040676,11.47791001460323,11.737838836595412,11.192970845093564,10.108393771960753,11.18605231997079,12.200867961232946,10.153171991742559,11.492604304386683,10.578183968090094,10.479072887186838,10.888210509974883
CNIH3,4.897240425574799,5.452858964713811,4.017921907997263,4.700439718141092,3.9068905956085187,5.60584986719498,4.867896463992655,5.3957483281790335,1.584962500721156,4.38543103719352,4.4329594072761065,3.0874628412503395,5.053111336459563,3.689299160535892,4.452858964713811,5.137503523749935,4.572889668420581,4.733354340613827,1.765534746362977,5.035623909730721,4.760220946466509,5.125155131322289,5.584962500721156
